Product,Category,Brand,Description,Cost_Price,Sale_Price,"Image url",Date,Customer_Type,Discount_Band,Units_Sold,Total_Revenue,Total_Cost,Month,Year,Discount_Band,Discount,Total_Revenue_After_Discount
MV7,"Dynamic Microphone",Shure,"A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.",174,199,https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif,"2023-01-09 00:00:00",Creator," Medium ",6,1194,1044,January,2023,Low,6,1122.36
MV7,"Dynamic Microphone",Shure,"A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.",174,199,https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif,"2023-01-09 00:00:00",Creator," Medium ",6,1194,1044,January,2023,None,0,1194.00
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",17,2533,1768,January,2023,High,5,2406.35
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",17,2533,1768,January,2023,Medium,10,2279.70
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",17,2533,1768,January,2023,Low,6,2381.02
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",17,2533,1768,January,2023,None,0,2533.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",15,2535,1770,January,2023,High,5,2408.25
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",15,2535,1770,January,2023,Medium,10,2281.50
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",15,2535,1770,January,2023,Low,6,2382.90
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",15,2535,1770,January,2023,None,0,2535.00
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,High,5,3970.05
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,Medium,10,3761.10
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,Low,6,3928.26
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,None,0,4179.00
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",29,4321,3016,January,2023,High,5,4104.95
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",29,4321,3016,January,2023,Medium,10,3888.90
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",29,4321,3016,January,2023,Low,6,4061.74
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",29,4321,3016,January,2023,None,0,4321.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",19,3211,2242,January,2023,High,5,3050.45
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",19,3211,2242,January,2023,Medium,10,2889.90
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",19,3211,2242,January,2023,Low,6,3018.34
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",19,3211,2242,January,2023,None,0,3211.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",30,5070,3540,January,2023,High,5,4816.50
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",30,5070,3540,January,2023,Medium,10,4563.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",30,5070,3540,January,2023,Low,6,4765.80
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",30,5070,3540,January,2023,None,0,5070.00
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",21,2919,2037,January,2023,High,5,2773.05
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",21,2919,2037,January,2023,Medium,10,2627.10
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",21,2919,2037,January,2023,Low,6,2743.86
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",21,2919,2037,January,2023,None,0,2919.00
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",6,1194,540,January,2023,High,5,1134.30
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",6,1194,540,January,2023,Medium,10,1074.60
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",6,1194,540,January,2023,Low,6,1122.36
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",6,1194,540,January,2023,None,0,1194.00
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,High,5,3970.05
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,Medium,10,3761.10
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,Low,6,3928.26
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," Medium ",21,4179,1890,January,2023,None,0,4179.00
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",19,2641,1843,January,2023,High,5,2508.95
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",19,2641,1843,January,2023,Medium,10,2376.90
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",19,2641,1843,January,2023,Low,6,2482.54
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," Medium ",19,2641,1843,January,2023,None,0,2641.00
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",21,3129,2184,January,2023,High,5,2972.55
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",21,3129,2184,January,2023,Medium,10,2816.10
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",21,3129,2184,January,2023,Low,6,2941.26
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," Medium ",21,3129,2184,January,2023,None,0,3129.00
MV7,"Dynamic Microphone",Shure,"A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.",174,199,https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif,"2023-01-09 00:00:00",Creator," Medium ",16,3184,2784,January,2023,High,5,3024.80
MV7,"Dynamic Microphone",Shure,"A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.",174,199,https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif,"2023-01-09 00:00:00",Creator," Medium ",16,3184,2784,January,2023,Medium,10,2865.60
MV7,"Dynamic Microphone",Shure,"A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.",174,199,https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif,"2023-01-09 00:00:00",Creator," Medium ",16,3184,2784,January,2023,Low,6,2992.96
MV7,"Dynamic Microphone",Shure,"A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.",174,199,https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif,"2023-01-09 00:00:00",Creator," Medium ",16,3184,2784,January,2023,None,0,3184.00
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",23,5267,3680,January,2023,High,5,5003.65
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",23,5267,3680,January,2023,Medium,10,4740.30
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",23,5267,3680,January,2023,Low,6,4950.98
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",23,5267,3680,January,2023,None,0,5267.00
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," High ",16,3184,1440,January,2023,High,5,3024.80
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," High ",16,3184,1440,January,2023,Medium,10,2865.60
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," High ",16,3184,1440,January,2023,Low,6,2992.96
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-09 00:00:00",Enterprise," High ",16,3184,1440,January,2023,None,0,3184.00
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," High ",4,556,388,January,2023,High,5,528.20
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," High ",4,556,388,January,2023,Medium,10,500.40
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," High ",4,556,388,January,2023,Low,6,522.64
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-09 00:00:00","Small Business"," High ",4,556,388,January,2023,None,0,556.00
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",7,1043,728,January,2023,High,5,990.85
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",7,1043,728,January,2023,Medium,10,938.70
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",7,1043,728,January,2023,Low,6,980.42
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",7,1043,728,January,2023,None,0,1043.00
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",24,5496,3840,January,2023,High,5,5221.20
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",24,5496,3840,January,2023,Medium,10,4946.40
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",24,5496,3840,January,2023,Low,6,5166.24
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-09 00:00:00",Government," High ",24,5496,3840,January,2023,None,0,5496.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Education," High ",18,3042,2124,January,2023,High,5,2889.90
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Education," High ",18,3042,2124,January,2023,Medium,10,2737.80
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Education," High ",18,3042,2124,January,2023,Low,6,2859.48
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-09 00:00:00",Education," High ",18,3042,2124,January,2023,None,0,3042.00
